ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YHR096C	0.006074	3504	5002366834	2673.703	3383.830	-710.127	0	0	
YNR040W	0.0566	1574	5000166991	1075.780	1119.276	-43.496	0	0	
YHL039W	0.04479	3261	5000621970	2610.036	2266.260	343.776	0	0	
YPL181W	0.01471	3018	5002021734	2229.195	2508.062	-278.868	0	0	
YAL060W	0.1071	2132	5011646721	1642.141	1454.248	187.893	0	0	
YDR480W	0.007138	1854	5002063734	1378.441	1503.901	-125.461	0	0	
YML091C	0.0123	6821	5000266788	6105.501	6293.602	-188.100	0	0	
YGL022W	0.1937	4274	5000006448	3229.772	1653.514	1576.258	0	0	
YMR069W	0.004249	1803	5012003691	1213.207	1281.918	-68.711	0	0	
YLR303W	0.1429	2581	5000410872	1920.932	1865.466	55.466	0	0	
YFL042C	0.009417	3857	5000935527	3094.973	3075.892	19.081	0	0	
YMR229C	0.05607	10166	5000619021	9374.686	-1232.134	10606.820	0	0	
YMR230W	1.083	561	5006187620	429.718	409.146	20.571	0	0	
YDR180W	0.01348	8974	5000104843	8116.153	9225.103	-1108.950	0	0	
YER143W	0.04692	2752	5000943039	1884.974	1945.529	-60.555	0	0	
YHR097C	0.03009	2216	5000133332	1559.510	1526.138	33.372	0	0	
YDR030C	0.007783	2781	5003735191	2259.247	2242.362	16.885	0	0	
YHR184W	0.01565	3085	5001841959	2564.995	3252.694	-687.699	0	0	
YML092C	0.5573	1513	5002362358	1047.192	902.176	145.016	0	0	
YDR031W	0.04391	607	5035108510	496.481	550.540	-54.059	0	0	
YNR041C	0.06105	2412	5000875925	1595.813	1552.919	42.894	0	0	
YDR325W	0.0181	6116	5000705789	5071.614	5365.070	-293.456	0	0	
YGR157W	0.1748	4983	5001536228	4018.262	240.179	3778.083	0	0	
YFL044C	0.03999	1634	5010898854	1276.427	1365.697	-89.270	0	0	
YHR185C	0.01002	1309	5002736586	988.033	1023.554	-35.521	0	0	
YNL014W	0.008144	6385	5000422410	5104.767	6227.630	-1122.863	0	0	
YNL015W	0.2219	371	5031236543	306.048	309.094	-3.046	0	0	
YJL034W	0.9827	3967	5000556858	2951.211	-1372.402	4323.613	0	0	
YDR032C	0.6956	1263	5000179090	818.137	741.054	77.083	0	0	
YNL121C	0.118	3381	5000857045	2740.599	2752.194	-11.595	0	0	
YBR060C	0.01228	3585	5003839415	2794.362	3114.479	-320.117	0	0	
YNL122C	0.03982	735	5008508203	475.246	457.598	17.648	0	0	
YGR158C	0.06353	1466	5003162268	1051.379	1021.657	29.721	0	0	
YGL140C	0.01382	6852	5001201125	6199.638	6349.935	-150.297	0	0	
YGR241C	0.049	3258	5002348017	2542.978	2539.132	3.847	0	0	
YMR070W	0.01033	2534	5002132055	2142.562	2564.721	-422.159	0	0	
YJL105W	0.001079	3128	5000232906	2513.974	2440.331	73.644	0	0	
YBR139W	0.1156	2821	5000589048	2202.088	2113.718	88.370	0	0	
YGR243W	0.02109	944	5001044271	602.506	631.429	-28.924	0	0	
YJL035C	0.02674	1450	5003705731	1053.993	1037.918	16.075	0	0	
YFL045C	1.248	1479	5008050643	1054.911	766.117	288.794	0	0	
YJR002W	0.07048	3413	5001290426	2662.788	2297.717	365.070	0	0	
YPL268W	0.00564	5035	5001248006	4100.409	5401.944	-1301.534	0	0	
YAL061W	0.01077	2406	5000001607	1793.510	2029.322	-235.812	0	0	
YMR071C	0.1483	988	5008836595	691.781	764.441	-72.660	0	0	
YNL273W	0.004749	7295	5000086255	6369.561	7617.736	-1248.175	0	0	
YBR263W	0.3324	3036	5001093463	2130.004	1296.888	833.115	0	0	
YMR179W	0.0043	4292	5000363122	3509.617	3774.236	-264.619	0	0	
YMR072W	0.254	971	5002514973	761.919	725.119	36.801	0	0	
YFL046W	0.02777	1191	5007055922	865.162	841.512	23.649	0	0	
YDR181C	0.01578	2712	5005707958	2133.554	2211.703	-78.150	0	0	
YLR092W	0.001491	5390	5000925809	4274.590	4787.108	-512.518	0	0	
YBR264C	0.09333	1138	5001508757	831.114	813.919	17.194	0	0	
YEL065W	0.1594	3729	5004197072	2801.999	2782.856	19.143	0	0	
YBR061C	0.09393	1963	5000353506	1313.593	1421.088	-107.494	0	0	
YMR073C	0.1177	1181	5000996638	836.331	834.969	1.361	0	0	
YNR043W	0.3329	2356	5000237648	1695.417	1492.729	202.688	0	0	
YEL066W	0.09683	1072	5010243304	740.019	714.581	25.438	0	0	
YPR097W	0.02579	5818	5000866755	5241.298	4667.861	573.437	0	0	
YMR074C	0.3174	832	5000076348	596.747	596.319	0.428	0	0	
YLR386W	0.00627	5187	5000122966	4256.857	5300.430	-1043.573	0	0	
YBR062C	0.2979	1000	5004555066	748.734	759.795	-11.061	0	0	
YLR093C	0.04102	1428	5002152402	1065.367	1225.469	-160.102	0	0	
YDR033W	1.799	1770	5001081516	1338.756	704.232	634.523	0	0	
YPR098C	0.2331	1046	5001823616	671.581	650.235	21.346	0	0	
YPR100W	0.1763	857	5009150973	579.604	538.437	41.167	0	0	
YNL274C	0.06107	2178	5001911306	1498.022	1678.989	-180.967	0	0	
YNL016W	0.1476	2366	5002110333	1957.331	1641.769	315.562	0	0	
YJL036W	0.02171	2384	5003219208	1826.973	1903.210	-76.237	0	0	
YKR056W	0.1055	3683	5000028940	2898.388	2781.993	116.396	0	0	
YBR265W	0.112	1940	5000880440	1363.177	1464.443	-101.266	0	0	
YKR057W	4.287	554	5004891556	353.376	325.983	27.393	0	0	
YPR101W	0.02408	1016	5007697402	728.203	785.610	-57.406	0	0	
YHL040C	0.0527	3890	5000893381	2803.842	2672.001	131.842	0	0	
YGR244C	0.125	2500	5000780894	1832.007	1774.118	57.889	0	0	
YGL023C	0.03544	3679	5000967711	2873.514	2768.575	104.939	0	0	
YDR481C	0.1505	3488	5000770633	2509.006	1943.078	565.928	0	0	
YHL042W	0.004685	868	5018648704	619.409	648.048	-28.639	0	0	
YJL037W	0.03357	1381	5002214884	935.347	978.741	-43.394	0	0	
YGR159C	0.6676	2311	5004729906	1768.286	933.219	835.067	0	0	
YDR482C	0.03492	851	5000344373	560.946	558.949	1.997	0	0	
YPR184W	0.001431	9038	5001009475	8369.986	11476.675	-3106.689	0	0	
YAL062W	0.02865	2704	5000260696	1983.490	2010.650	-27.161	0	0	
YCR084C	0.07729	4399	5001606654	3275.201	3025.243	249.957	0	0	
YHL043W	0.001819	1026	5002964365	706.862	649.565	57.297	0	0	
YPR102C	4.318	1062	5003934125	713.152	477.985	235.166	0	0	
YJR003C	0.02005	2854	5001640989	2287.805	2557.585	-269.780	0	0	
YBR063C	0.01253	2209	5001754063	1763.749	1809.215	-45.466	0	0	
YJL038C	0.00448	1359	5003034896	923.256	835.053	88.203	0	0	
YCR086W	0.02043	1122	5021646019	793.247	818.133	-24.886	0	0	
YDR182W	0.102	2811	5001521734	2161.914	2074.394	87.520	0	0	
YLR387C	0.07055	2539	5000636321	1891.228	1767.570	123.658	0	0	
YLR388W	8.842	323	5007079188	227.472	214.787	12.685	0	0	
YDR409W	0.005234	5260	5000219876	4350.800	4933.518	-582.718	0	0	
YHL044W	0.007052	1459	5015461072	986.487	928.126	58.361	0	0	
YGR161C	0.04871	1841	5001403733	1115.468	1119.169	-3.701	0	0	
YDR183W	0.01903	1315	5004254618	970.237	992.612	-22.375	0	0	
YBR267W	0.0873	2180	5000527009	1692.592	1843.752	-151.160	0	0	
YHL046C	0.06811	758	5007092983	492.520	531.529	-39.008	0	0	
YDR410C	0.06921	1423	5003328578	1000.594	1040.280	-39.686	0	0	
YGL025C	0.01424	2363	5005825735	1734.995	1900.233	-165.238	0	0	
YPR103W	0.6446	1744	5002471550	1202.317	888.124	314.192	0	0	
YDR184C	0.03662	1577	5000145656	1244.046	1162.057	81.989	0	0	
YLR094C	0.009616	3046	5003744245	2208.300	2433.719	-225.419	0	0	
YCL039W	0.0104	4451	5003200163	3397.967	3344.210	53.757	0	0	
YBR065C	0.004003	2137	5001315274	1571.059	1825.608	-254.549	0	0	
YJL106W	0.0009778	3774	5000352649	2932.730	3645.682	-712.952	0	0	
YDR185C	0.002784	1029	5001881361	740.839	770.673	-29.834	0	0	
YEL069C	0.001575	3422	5000626013	2529.927	2359.314	170.613	0	0	
YBR066C	0.02146	1234	5001204074	918.526	896.496	22.030	0	0	
YPL269W	0.0005971	3895	5008961705	2935.099	3070.011	-134.912	0	0	
YIL048W	0.03219	6926	5000316641	5747.043	5077.515	669.527	0	0	
YDR411C	0.08467	2200	5001503097	1453.748	1425.802	27.947	0	0	
YDR483W	0.4775	2524	5000893804	1891.722	947.066	944.656	0	0	
YMR075W	0.003741	3566	5000964645	3096.511	3442.243	-345.732	0	0	
YKR058W	0.0051	3279	5001014691	2759.613	2910.741	-151.128	0	0	
YER144C	0.007787	4739	5000253780	3780.605	4684.032	-903.427	0	0	
YNL275W	0.003989	3447	5001168893	2591.256	2439.874	151.383	0	0	
YDR412W	0.06249	1285	5003604870	986.036	1033.901	-47.865	0	0	
YBR067C	0.6982	1382	5001646366	867.998	803.092	64.905	0	0	
YIL049W	0.02302	1552	5000884334	1061.424	1126.749	-65.326	0	0	
YFL047W	0.03356	4131	5000575514	3287.306	3421.776	-134.470	0	0	
YJL107C	0.005949	2215	5000863065	1687.951	1851.145	-163.194	0	0	
YIL050W	0.009779	1681	5002697932	1210.182	1094.964	115.218	0	0	
YNL018C	0.004812	3456	5000339560	2754.868	3485.078	-730.209	0	0	
YIL051C	1.287	926	5001102996	595.349	479.526	115.823	0	0	
YCR088W	0.09488	3394	5000437492	2632.944	2468.356	164.588	0	0	
YDR414C	0.008733	2282	5002161765	1564.480	1762.949	-198.469	0	0	
YIL052C	2.959	771	5001443946	494.647	429.463	65.184	0	0	
YJR004C	0.009419	3794	5000442250	2960.175	3519.316	-559.142	0	0	
YEL070W	0.005655	3013	5000895560	2225.047	2316.874	-91.827	0	0	
YML093W	0.07421	4771	5001191509	4166.570	3293.113	873.457	0	0	
YML094W	0.141	798	5000911981	675.753	627.483	48.270	0	0	
YNL019C	0.001838	1754	5002244349	1205.854	1249.386	-43.532	0	0	
YJL108C	0.02348	2388	5000012197	1652.090	1866.307	-214.217	0	0	
YDR034C	0.00491	4450	5001736383	3726.764	3542.217	184.546	0	0	
YKL020C	0.005772	6213	5001457709	5389.422	5523.804	-134.382	0	0	
YER145C	0.4628	2436	5000926661	1729.609	913.837	815.772	0	0	
YPL183C	0.02673	5870	5000491175	4876.190	3138.527	1737.664	0	0	
YPR185W	0.005846	4286	5000221970	3441.184	4365.485	-924.301	0	0	
YER146W	0.2287	574	5000351079	382.017	386.536	-4.519	0	0	
YOR363C	0.007488	6058	5005117570	4819.914	6208.447	-1388.534	0	0	
YDR415C	0.04007	2002	5002304616	1614.228	1747.602	-133.375	0	0	
YLR304C	0.2856	4620	5001565711	3529.023	1019.369	2509.654	0	0	
YML095C	0.005586	1271	5003003198	872.416	903.203	-30.787	0	0	
YFL048C	0.1012	2624	5000675406	1929.958	1889.602	40.355	0	0	
YIL053W	3.343	1351	5002419066	1029.388	609.354	420.034	0	0	
YNL277W	0.006576	2918	5000216882	2120.795	2510.050	-389.254	0	0	
YKR059W	1.771	2237	5000088595	1663.975	-68.841	1732.816	0	0	
YHL047C	0.02551	4009	5001013834	2909.162	2850.597	58.565	0	0	
YGL141W	0.008177	5434	5000326225	4333.900	5196.682	-862.782	0	0	
YDR484W	0.00234	3583	5000127721	2899.400	3649.665	-750.265	0	0	
YKR060W	0.07307	1635	5004379396	1155.096	1132.551	22.545	0	0	
YHR098C	0.04679	5594	5000423823	4423.393	3723.662	699.731	0	0	
YGR245C	0.06968	4569	5000007897	3583.947	2252.594	1331.353	0	0	
YPR186C	0.01302	2455	5002477810	1883.499	1650.870	232.629	0	0	
YDR035W	0.3594	2175	5000192845	1588.240	1036.112	552.128	0	0	
YMR231W	0.006558	6023	5002700474	5100.010	5958.781	-858.770	0	0	
YHL048W	0.05643	2190	5007194467	1630.933	1714.633	-83.701	0	0	
YPR187W	0.2559	901	5000761117	642.910	662.682	-19.772	0	0	
YCL040W	0.4703	3069	5000046651	2167.856	957.717	1210.139	0	0	
YNR044W	0.1834	4751	5000024257	3348.322	217.731	3130.590	0	0	
YBR068C	0.09922	3619	5000713673	2737.966	2147.583	590.382	0	0	
YKL021C	0.09348	2636	5001154623	2045.222	1963.645	81.577	0	0	
YCL042W	0.1812	877	5001398479	491.009	506.539	-15.530	0	0	
YPR188C	0.07797	944	5002781729	675.656	699.602	-23.947	0	0	
YLL040C	0.009694	15852	5000134645	23164.514	15755.928	7408.586	0	0	
YHL049C	0.006752	1583	5007458036	1150.801	1305.566	-154.765	0	0	
YEL071W	0.2189	2866	5000190465	2168.594	1963.115	205.479	0	0	
YLR095C	0.02335	4653	5002264311	3838.065	4105.495	-267.430	0	0	
YKR061W	0.01175	2431	5000846999	1849.825	2004.406	-154.581	0	0	
YLL041C	0.04571	1603	5004341242	1123.311	1090.453	32.858	0	0	
YEL072W	0.001505	1327	5000034154	962.632	922.851	39.781	0	0	
YGL195W	0.05833	14569	5000384996	16688.226	-62931.418	79619.644	0	0	
YML096W	0.006903	3145	5000643422	2344.295	2403.754	-59.460	0	0	
YDR186C	0.008118	5025	5000202876	4166.341	4009.473	156.868	0	0	
YEL073C	0.002244	648	5001166622	438.455	414.488	23.967	0	0	
YEL075C	0.009159	689	5000914909	502.603	510.298	-7.695	0	0	
YLL042C	0.03568	1004	5008928157	691.664	749.971	-58.307	0	0	
YPL184C	0.03396	3424	5001323512	2763.857	3035.668	-271.811	0	0	
YOR191W	0.01061	8087	5000478531	9045.004	11254.907	-2209.903	0	0	
YFL049W	0.01363	3501	5001976858	2855.698	2642.185	213.514	0	0	
YEL076C	0.005503	1221	5001845232	904.160	917.896	-13.736	0	0	
YER147C	0.02337	3671	5000255258	2819.210	2792.515	26.695	0	0	
YNL020C	0.005226	3791	5004843565	2913.622	3239.104	-325.482	0	0	
YKR062W	0.06197	1938	5000988681	1394.420	1288.453	105.967	0	0	
YPL270W	0.01526	4886	5000113520	3619.108	3820.585	-201.477	0	0	
YPL271W	0.3708	421	5016175642	252.748	265.314	-12.567	0	0	
YPL186C	0.008522	1525	5002018680	1284.244	1262.135	22.109	0	0	
YIL055C	0.005532	3723	5000148758	2841.311	3037.233	-195.922	0	0	
YPR104C	0.006606	5229	5000539203	4493.573	4974.366	-480.793	0	0	
YDR036C	0.05071	2952	5000389826	2201.143	2473.012	-271.869	0	0	
YEL076CA	0.002036	1316	5001536464	906.351	1060.702	-154.351	0	0	
YNR045W	0.009828	2867	5000939028	2161.150	2359.769	-198.619	0	0	
YPL187W	0.05862	991	5003320129	683.841	672.644	11.197	0	0	
YNR046W	0.3145	798	5001706582	559.675	565.991	-6.317	0	0	
YER148W	0.1934	1394	5002601743	1008.419	953.696	54.723	0	0	
YLR454W	0.02013	12465	5000906459	17518.016	-2554.247	20072.264	0	0	
YGL196W	0.0597	2487	5003621349	1870.740	2152.384	-281.645	0	0	
YGL142C	0.01169	3866	5001601695	2773.585	3366.078	-592.493	0	0	
YJR005W	0.008827	4401	5000411816	3249.378	3852.079	-602.701	0	0	
YML097C	0.03814	2542	5000826179	1976.640	1963.190	13.450	0	0	
YOR116C	0.0551	8471	5000060894	7686.084	4488.127	3197.957	0	0	
YGR246C	0.04872	3652	5005513364	2679.434	2464.420	215.014	0	0	
YML098W	0.04787	921	5002493453	693.436	684.270	9.166	0	0	
YOR365C	0.001599	4198	5001128322	3214.411	3781.851	-567.440	0	0	
YGL026C	0.5597	4308	5000770341	3124.656	-756.895	3881.551	0	0	
YBL047C	0.0317	8024	5000128405	7251.704	5698.351	1553.353	0	0	
YDR127W	0.08394	8510	5000193728	8239.079	-97.161	8336.240	0	0	
YBL049W	0.003885	733	5002425069	571.819	547.152	24.667	0	0	
YOR367W	0.03206	1163	5002819320	831.330	810.956	20.374	0	0	
YGR247W	0.04395	1431	5005537952	1003.960	1063.087	-59.127	0	0	
YLR455W	0.006148	1751	5001207899	1291.992	1538.149	-246.157	0	0	
YNL123W	0.09133	5961	5001629036	4774.544	1904.111	2870.433	0	0	
YMR232W	0.002342	3847	5000710447	3049.415	3652.133	-602.717	0	0	
YPL188W	0.03174	2560	5000847276	1818.606	1671.835	146.771	0	0	
YCL043C	1.022	2754	5000159440	2233.283	529.192	1704.091	0	0	
YLR456W	0.008948	1111	5001680745	848.752	805.287	43.466	0	0	
YER149C	0.0221	2464	5000347886	1809.779	1843.759	-33.981	0	0	
YKR063C	0.01507	2900	5000830962	2205.403	2206.049	-0.646	0	0	
YBL050W	0.1331	1639	5003436983	1244.234	1074.280	169.953	0	0	
YGR248W	0.0334	1527	5002596577	1070.212	1113.486	-43.274	0	0	
YDR416W	0.01132	4950	5000427466	4157.539	5102.638	-945.098	0	0	
YER150W	0.06372	997	5002586261	608.881	620.716	-11.835	0	0	
YMR233W	0.03733	1326	5002173925	953.192	945.997	7.195	0	0	
YGL143C	0.01254	2628	5002809926	1802.408	2106.779	-304.371	0	0	
YDR485C	0.01382	4396	5000264018	3734.734	3872.820	-138.086	0	0	
YPL272C	0.001553	3061	5000747480	2283.728	2676.717	-392.989	0	0	
YDR418W	1.213	998	5005570647	680.200	616.218	63.982	0	0	
YOR192C	0.002018	3433	5000636768	2671.842	2698.086	-26.244	0	0	
YDR486C	0.0566	1232	5000605682	965.337	962.373	2.964	0	0	
YLR389C	0.0338	5942	5000421595	4978.804	3541.044	1437.760	0	0	
YOR368W	0.004698	2308	5001124521	1740.986	1820.531	-79.546	0	0	
YLR390W	0.1179	688	5012665018	463.503	485.442	-21.939	0	0	
YJR006W	0.01774	2833	5000021245	2132.958	2108.840	24.118	0	0	
YLR457C	0.005254	1999	5000028401	1371.472	1594.838	-223.367	0	0	
YDR487C	0.154	1260	5004918032	867.987	767.741	100.246	0	0	
YMR234W	0.00632	1838	5004711328	1485.537	1667.880	-182.344	0	0	
YOR369C	1.737	869	5006107763	586.175	519.320	66.855	0	0	
YBR069C	0.2658	3671	5003837485	2726.579	1517.494	1209.085	0	0	
YHL050C	0.007853	4193	5000090066	3238.144	3594.042	-355.898	0	0	
YGR162W	0.1199	5416	5000127809	4473.004	1749.987	2723.018	0	0	
YLL043W	0.03927	3906	5000683520	3049.156	2783.447	265.709	0	0	
YIL056W	0.004765	3894	5002207303	2904.307	3521.904	-617.597	0	0	
YDR188W	0.4272	3511	5005749709	2379.866	827.600	1552.266	0	0	
YPL273W	0.395	1842	5002255930	1375.363	1324.075	51.288	0	0	
YCL044C	0.02188	2590	5000167728	1802.197	1870.248	-68.050	0	0	
YIL057C	0.008311	781	5006366209	679.695	686.093	-6.398	0	0	
YBR070C	0.04577	1541	5003291390	997.231	1175.081	-177.850	0	0	
YNL124W	0.06592	2819	5001825488	2177.707	2198.069	-20.361	0	0	
YIL060W	0.01108	991	5000944025	598.743	619.528	-20.785	0	0	
YGR249W	0.001985	2632	5001349028	2031.645	1893.110	138.535	0	0	
YJR007W	0.2664	1714	5000979615	1292.730	1051.427	241.303	0	0	
YOR193W	0.003658	2247	5000070339	1621.011	1729.621	-108.610	0	0	
YNL021W	0.01944	4023	5002064514	3243.864	3443.689	-199.824	0	0	
YKL022C	0.01473	4792	5004828705	3988.535	3214.610	773.925	0	0	
YBR071W	0.02923	1243	5004836975	873.957	924.374	-50.417	0	0	
YGR163W	0.01839	1885	5006184914	1456.687	1395.442	61.245	0	0	
YLL045C	1.343	1539	5002246691	1064.590	858.073	206.517	0	0	
YBR072W	0.02975	1199	5002370283	890.791	875.596	15.196	0	0	
YOR194C	0.1194	1497	5002798948	1209.284	1206.916	2.369	0	0	
YIL061C	0.01719	1899	5000535639	1274.465	1397.399	-122.934	0	0	
YKL023W	0.0126	1563	5005428639	1169.383	1338.936	-169.553	0	0	
YLL046C	0.007339	1300	5003816137	1038.339	1110.559	-72.220	0	0	
YLR459W	0.09661	2560	5000580311	1708.609	1700.149	8.460	0	0	
YJR008W	0.004313	1883	5000236382	1440.916	1522.510	-81.593	0	0	
YMR235C	0.1051	2486	5001739959	1758.735	1668.569	90.166	0	0	
YHR001W	0.08406	2443	5003301555	1897.139	1882.523	14.616	0	0	
YHR001WA	0.1229	490	5020628430	314.258	299.222	15.036	0	0	
YIL062C	0.705	941	5001942734	634.551	616.827	17.724	0	0	
YPL189W	0.003963	3496	5001399884	2711.626	3050.950	-339.324	0	0	
YKL024C	0.2207	1193	5007446921	849.925	860.003	-10.078	0	0	
YMR236W	0.2	985	5000250549	649.636	701.886	-52.250	0	0	
YDR037W	0.6392	3315	5000997111	2577.866	509.261	2068.604	0	0	
YLR392C	0.002992	2981	5000651051	2301.262	2693.426	-392.164	0	0	
YGR165W	0.04381	2030	5000220094	1484.202	1615.192	-130.990	0	0	
YDR419W	0.006078	3507	5000301700	2866.200	2760.140	106.061	0	0	
YIL063C	0.0892	1724	5000524775	1389.227	1366.595	22.632	0	0	
YDR488C	0.00138	3264	5001977002	2377.263	2554.076	-176.813	0	0	
YLR393W	0.001387	1555	5001448296	1187.091	1374.255	-187.164	0	0	
YBL051C	0.03351	3865	5002175428	3074.672	3347.702	-273.030	0	0	
YLR460C	0.01205	2289	5001120576	1621.189	1581.281	39.909	0	0	
YKL203C	0.003993	12671	5000344773	16710.404	26747.256	-10036.852	0	0	
YNL022C	0.05959	2739	5006978327	2156.846	2244.329	-87.483	0	0	
YDR326C	0.01708	7964	5000044518	7506.839	6091.790	1415.049	0	0	
YHR002W	0.004567	2155	5005037460	1537.669	1398.235	139.434	0	0	
YLR461W	0.09679	767	5004971206	493.567	497.960	-4.393	0	0	
YIL064W	0.0747	1360	5000351878	1074.160	1181.896	-107.737	0	0	
YGL144C	0.002519	4044	5000731639	3119.686	3415.903	-296.216	0	0	
YFL050C	0.0009351	5157	5000525339	4094.672	4962.201	-867.530	0	0	
YIL065C	0.05763	973	5009821338	639.288	670.074	-30.786	0	0	
YPR105C	0.007636	5100	5000324867	4071.204	3806.117	265.087	0	0	
YNR047W	0.004652	5215	5003934470	4204.559	4914.343	-709.784	0	0	
YFL051C	0.009141	861	5009861433	660.576	712.093	-51.517	0	0	
YDR328C	0.6926	1111	5000313936	801.945	754.389	47.556	0	0	
YDR489W	0.01255	1676	5006977711	1242.506	1346.479	-103.973	0	0	
YLR462W	0.002779	1266	5000403683	839.340	856.263	-16.923	0	0	
YOR370C	0.09271	3516	5000106881	2689.827	2517.053	172.775	0	0	
YJR009C	11.03	1810	5004774533	1368.639	403.520	965.119	0	0	
YNL278W	0.009531	6413	5000172793	5251.346	6370.841	-1119.496	0	0	
YJR010CA	0.02487	595	5007044158	384.741	376.266	8.475	0	0	
YLR464W	0.002811	1431	5002760075	906.984	857.711	49.272	0	0	
YPL274W	0.1034	3593	5001418381	2605.807	2411.714	194.093	0	0	
YGL027C	0.06612	4596	5000273270	3877.239	2485.770	1391.469	0	0	
YKR064W	0.008214	4665	5000025823	4081.891	3905.708	176.183	0	0	
YNR048W	0.01075	2267	5000055329	1686.953	1770.231	-83.278	0	0	
YML099C	0.003239	5133	5001188673	4233.991	4909.255	-675.264	0	0	
YDR189W	0.06599	3884	5000332153	3046.127	2336.816	709.311	0	0	
YHR003C	0.05541	2519	5002441683	1863.612	2212.992	-349.381	0	0	
YKR065C	0.2045	1211	5004748166	821.130	827.109	-5.979	0	0	
YGR166W	0.01057	3263	5002097699	2512.022	2577.763	-65.741	0	0	
YNR049C	0.04937	1233	5001427898	877.662	880.624	-2.961	0	0	
YLR394W	0.002905	3074	5000009090	2145.305	2675.989	-530.684	0	0	
YDR329C	0.04417	2595	5002765823	1934.665	2012.131	-77.466	0	0	
YLR395C	0.2666	439	5003392416	318.714	303.006	15.708	0	0	
YPR106W	0.02463	2738	5006085759	1938.942	2434.278	-495.336	0	0	
YNL125C	0.01791	4363	5000973430	3074.946	3095.433	-20.488	0	0	
YGR250C	0.02702	4098	5001537552	3587.915	3644.280	-56.364	0	0	
YGR167W	0.1326	1193	5004507518	968.865	964.491	4.373	0	0	
YFL052W	0.002021	2885	5002779257	2056.224	2012.174	44.050	0	0	
YGR251W	0.03863	1046	5000016492	819.677	799.191	20.486	0	0	
YKL025C	0.01756	3807	5000555742	3121.120	3399.606	-278.486	0	0	
YKL026C	0.03371	855	5010125371	689.662	616.793	72.869	0	0	
YER151C	0.04065	4967	5000496352	4307.004	4751.379	-444.376	0	0	
YPL277C	0.00287	2956	5001037076	2140.581	2537.993	-397.412	0	0	
YKR066C	0.2756	2138	5009405272	1534.508	1344.594	189.915	0	0	
YPL278C	0.01382	544	5003737140	409.848	417.283	-7.435	0	0	
YAL063C	0.000671	8020	5000109674	7084.881	8063.668	-978.787	0	0	
YOR195W	0.004028	4257	5000508300	3889.704	4100.152	-210.448	0	0	
YJR010W	0.01087	3263	5000752075	2278.092	2045.802	232.290	0	0	
YHR004C	0.00295	2523	5000169536	1952.823	1935.151	17.672	0	0	
YAL064CA	0.004815	694	5002060381	517.480	534.281	-16.801	0	0	
YKL204W	0.06556	3587	5001090644	2856.883	2987.366	-130.484	0	0	
YAL064W	0.005307	642	5000248317	442.522	474.767	-32.244	0	0	
YGR168C	0.006024	2257	5001014316	1617.872	1798.538	-180.666	0	0	
YPL190C	0.03243	4350	5002494610	3770.096	3334.476	435.620	0	0	
YAL064WB	0.005464	791	5004272311	520.797	535.424	-14.627	0	0	
YCL045C	0.1001	4439	5001727245	3462.139	2409.882	1052.258	0	0	
YMR076C	0.02126	7585	5001293862	6489.862	7116.422	-626.561	0	0	
YAL065C	0.002324	775	5008177438	527.829	573.312	-45.483	0	0	
YGL028C	0.05184	3326	5003498928	2410.601	2176.854	233.747	0	0	
YGR252W	0.02714	2346	5013140631	1920.288	1754.210	166.077	0	0	
YJR011C	0.004217	1590	5000537944	1100.448	1213.285	-112.837	0	0	
YGL029W	0.2326	716	5013303324	492.142	507.536	-15.394	0	0	
YNR050C	0.2161	2714	5005851191	1932.988	1571.765	361.223	0	0	
YMR077C	0.01599	1210	5001162566	922.935	897.625	25.310	0	0	
YMR237W	0.04584	4442	5000088911	3320.127	3912.642	-592.515	0	0	
YGL030W	3.485	645	5002763897	428.545	373.426	55.119	0	0	
YDR330W	0.00691	2951	5002756843	2225.003	2200.848	24.154	0	0	
YKL027W	0.04871	2670	5001279934	1954.857	1794.694	160.163	0	0	
YCL047C	0.0344	1555	5002251703	1090.967	1136.965	-45.998	0	0	
YGL145W	0.008139	4059	5003287935	3194.109	3817.344	-623.235	0	0	
YJR012C	0.02988	1230	5000663552	867.456	891.620	-24.165	0	0	
YPL279C	0.01126	2238	5000558128	1630.356	1885.458	-255.103	0	0	
YGL031C	5.969	888	5008809136	632.843	376.830	256.013	0	0	
YGR253C	0.2739	1593	5005331625	1089.579	973.152	116.427	0	0	
YNL279W	0.002063	3968	5000138580	3022.416	3995.912	-973.496	0	0	
YGL032C	0.07029	536	5004004349	355.864	356.727	-0.863	0	0	
YPL191C	0.001751	2102	5000015702	1549.549	1801.397	-251.849	0	0	
YDR190C	0.3216	2942	5004024346	2010.093	1341.614	668.479	0	0	
YER152C	0.05415	2709	5006429029	1931.714	1952.380	-20.665	0	0	
YPL192C	0.002417	771	5010277648	545.597	572.254	-26.658	0	0	
YPL280W	0.003966	1465	5001294717	987.771	1011.034	-23.263	0	0	
YGR169C	0.01083	2394	5000947546	1758.741	1844.063	-85.322	0	0	
YGL033W	0.03233	1193	5000349126	907.590	933.144	-25.554	0	0	
YOR196C	0.09414	2572	5001854903	1791.907	1836.717	-44.810	0	0	
YLR096W	0.01325	6955	5001193395	5830.703	7630.319	-1799.616	0	0	
YGL146C	0.001537	1798	5001578976	1320.518	1264.083	56.435	0	0	
